Interpret,Titel,Album,L‰nge,Jahr,Genre,Bewertung,Bitrate,Pfad,Medium
"MC Zali","Kajf (Extended Mix)","LetoNaMuzTV","3:48",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\59 MC Zali - Kajf (Extended Mix).mp3",""
"I. Dubtsova","Kak by ne tak","DiskKurort","3:22",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\045. I. Dubtsova - Kak by ne tak.mp3",""
"Maksim","Kak letat","DiskKurort","3:12",2011,"Pop",70,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\033. Maksim - Kak letat.mp3",""
"Maksim","Kak Letat'","LetoNaMuzTV","3:12",2011,"Pop",80,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\07 Maksim - Kak Letat'.mp3",""
"MakSim","Kak letat'","MuzDlyaMol4","3:11",2011,"Pop",80,256,"K:\studio\musik\2011\_lat\_pop\MuzDlyaMol4\29 MakSim - Kak letat'.mp3",""
"MakSim","Kak letat'","SamSHikNaPer","3:11",2011,"Pop",80,256,"K:\studio\musik\2011\_lat\_pop\SamSHikNaPer\29 MakSim - Kak letat'.mp3",""
"MakSim","Kak letat'","Vse Zvezdy 2011","3:12",2011,"Pop",80,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\001_MakSim - Kak letat'.mp3",""
"MakSim","Kak letat'","VzrHitParOtRusRad","3:12",2011,"Pop",70,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\122. MakSim - Kak letat'.mp3",""
"Dj Slon","Kak Pan Amerikano","DiskKurort","3:01",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\197. Dj Slon - Kak Pan Amerikano.mp3",""
"Dj Slon","Kak Pan Amerikano (Russkaya Versiya)","XXXLVes2011","3:00",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\39 Dj Slon - Kak Pan Amerikano (Russkaya Versiya).mp3",""
"Glyukoza","Kak V Detstve","HitNastSummer","3:36",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\99.  Glyukoza - Kak V Detstve .mp3",""
"Glyukoza","Kak v detstve","MuzDlyaMol4","3:38",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\MuzDlyaMol4\77 Glyukoza - Kak v detstve.mp3",""
"Glyukoza","Kak v detstve","SamSHikNaPer","3:38",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\SamSHikNaPer\37 Glyukoza - Kak v detstve.mp3",""
"Glyukoza","Kak V Detstve","XXXLVes2011","3:39",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\42 Glyukoza - Kak V Detstve.mp3",""
"Orbakajte Kristina","Kak ya budu bez tebya","Slezy lyubvi","3:46",2011,"Pop",80,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\14. Orbakayte Kristina - Kak ya budu bez tebya.mp3",""
"Marcinkevich Aleksandr","Kapayut slezy","Slezy lyubvi","5:48",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\32. Marczinkevich Aleksandr - Kapayut slezy.mp3",""
"Vel'vet","Kapitan Arktika","HitNastSummer","4:40",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\06.  Vel'vet - Kapitan Arktika .mp3",""
"Vel'vet","Kapitan Arktika","Vse Zvezdy 2011","4:40",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\089_Vel'vet - Kapitan Arktika.mp3",""
"Zhasmin","Kaplya leta","Slezy lyubvi","3:49",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\15. ZHasmin - Kaplya leta.mp3",""
"Pavla","Kapriz","DiskKurort","3:37",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\013. Pavla - Kapriz.mp3",""
"Verka Serdyuchka, Lajma Vajkul","Karaganda","Slezy lyubvi","3:35",2011,"Pop",70,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\10. Verka Serdyuchka  Layma Vaykule i Potap - Karaganda.mp3",""
"Nastya Kochetkova","Karma","Vse Zvezdy 2011","3:24",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\194_Nastya Kochetkova - Karma.mp3",""
"Nastya Yasnaya","Karta Goroda (M. A. G. N. I. T. R-MIX)","MuzDlyaMol4","6:12",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\MuzDlyaMol4\81 Nastya Yasnaya - Karta Goroda (M. A. G. N. I. T. R-MIX).mp3",""
"Nastya Yasnaya","Karta Goroda (M.A.G.N.I.T. R-MIX)","SamSHikNaPer","6:12",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\SamSHikNaPer\91 Nastya Yasnaya - Karta Goroda (M.A.G.N.I.T. R-MIX).mp3",""
"T-Killah i DJ Mike","Katya na Bugatti","Piratskaj stancij","3:27",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\057 T-Killah i DJ Mike - Katya na Bugatti.mp3",""
"Glyukoza","Khochu Muzhchinu (Suka Gaga)","LetoNaMuzTV","3:31",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\93 Glyukoza - Khochu Muzhchinu (Suka Gaga).mp3",""
"Zveri","Khochu tebya","VzrHitParOtRusRad","3:00",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\090. Zveri - Khochu tebya.mp3",""
"Respublika","Kholoda (Acoustic Version)","Vse Zvezdy 2011","3:39",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\139_Respublika - Kholoda (Acoustic Version).mp3",""
"DJ Fisun feat. MC Skajvoker","Khoroshie pesni","VzrHitParOtRusRad","3:33",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\017. DJ Fisun feat. MC Skajvoker - Khoroshie pesni.mp3",""
"DJ Fisun Ft. MC Skajvoker","Khoroshie Pesni","LetoNaMuzTV","3:33",2011,"Pop",50,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\82 DJ Fisun Ft. MC Skajvoker - Khoroshie Pesni.mp3",""
"Hi-Fi & DJ Fisun","Khoroshie Pesni","LetoNaMuzTV","3:33",2011,"Pop",50,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\36 Hi-Fi & DJ Fisun - Khoroshie Pesni.mp3",""
"Katya Lel'","Khotela lyubit'","HitNastSummer","3:50",2011,"Pop",70,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\78.  Katya Lel' - Khotela lyubit' .mp3",""
"Yaroslavna & Mankhetten","Khozhu Ya Po Krayu","HitNastSummer","3:22",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\41.  Yaroslavna & Mankhetten - Khozhu Ya Po Krayu .mp3",""
"Russkij Razmer","Kino (Vernandi Classic Mix)","XXXLVes2011","4:48",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\62 Russkij Razmer - Kino (Vernandi Classic Mix).mp3",""
"Kalwi &amp; Remi","Kiss","Vse Zvezdy 2011","3:17",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\189_Kalwi &amp; Remi - Kiss.mp3",""
"Benderos","Kitano","HitNastSummer","3:47",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\50.  Benderos - Kitano .mp3",""
"Pyl'ca","Knopka","VzrHitParOtRusRad","3:29",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\118. Pyl'ca - Knopka.mp3",""
"Zveri","Knopki","HitNastSummer","2:54",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\83.  Zveri - Knopki .mp3",""
"Irina Allegrova","Kogda lyubov' umiraet","HitNastSummer","4:08",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\01.  Irina Allegrova - Kogda lyubov' umiraet .mp3",""
"Dzhango","Kogda pridet aprel'","VzrHitParOtRusRad","3:25",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\168. Dzhango - Kogda pridet aprel'.mp3",""
"Infiniti","Kogda uidesh","DiskKurort","3:19",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\177. Infiniti - Kogda uidesh.mp3",""
"Realnye patsany","Kolyan","DiskKurort","3:25",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\069. Realnye patsany - Kolyan .mp3",""
"Real'nye pacany","Kolyan (DJ Vice Extended mix)","Piratskaj stancij","5:22",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\061 Real'nye pacany - Kolyan (DJ Vice Extended mix).mp3",""
"Alisiya","Kolybelnaya","DiskKurort","2:45",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\087. Alisiya - Kolybelnaya.mp3",""
"Nikita","Komety","VzrHitParOtRusRad","4:07",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\053. Nikita - Komety.mp3",""
"Nikita","Komety (The Fusion & DJ Dima June Remix)","Piratskaj stancij","6:34",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\139 Nikita - Komety (The Fusion & DJ Dima June Remix).mp3",""
"Kino","Konchitsya Leto (Dj Makonya Ever Club Mix)","XXXLVes2011","7:22",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\09 Kino - Konchitsya Leto (Dj Makonya Ever Club Mix).mp3",""
"E. Pol'na","Korabli","LetoNaMuzTV","4:12",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\70 E. Pol'na - Korabli.mp3",""
"Eva Pol'na","Korabli","VzrHitParOtRusRad","4:13",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\102. Eva Pol'na - Korabli.mp3",""
"Marietta","Korablik lyubvi","VzrHitParOtRusRad","3:25",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\113. Marietta - Korablik lyubvi.mp3",""
"Natal'ya Smolina","Koroleva dorog","Vse Zvezdy 2011","3:36",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\149_Natal'ya Smolina - Koroleva dorog.mp3",""
"Lyubasha","Koshka gulyaet sama po sebe","VzrHitParOtRusRad","3:09",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\104. Lyubasha - Koshka gulyaet sama po sebe.mp3",""
"Volodya Aspirin","Kosmonavt (Radio Version 2011)","Piratskaj stancij","2:41",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\105 Volodya Aspirin - Kosmonavt (Radio Version 2011).mp3",""
"Marat Parit","Krasivaya (DJ Amareta Remix)","Piratskaj stancij","3:08",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\093 Marat Parit - Krasivaya (DJ Amareta Remix).mp3",""
"Aleksej Vorob'ev","Krasivaya p'esa","HitNastSummer","3:35",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\90.  Aleksej Vorob'ev - Krasivaya p'esa .mp3",""
"Anzhelika Agurbash","Kryl'ya","VzrHitParOtRusRad","4:18",2011,"Pop",70,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\045. Anzhelika Agurbash - Kryl'ya.mp3",""
"Lyubov' Fomenko","Kryl'ya angela","VzrHitParOtRusRad","3:21",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\196. Lyubov' Fomenko - Kryl'ya angela.mp3",""
"ALyosha","Kto skazal","Vse Zvezdy 2011","3:29",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\073_ALyosha - Kto skazal.mp3",""
"ALyosha","Kto skazal","VzrHitParOtRusRad","3:29",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\058. ALyosha - Kto skazal.mp3",""
"Bandaeros","Kundalini","LetoNaMuzTV","3:34",2011,"Pop",20,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\55 Bandaeros - Kundalini.mp3",""
"Bandaeros","Kundalini","VzrHitParOtRusRad","3:34",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\186. Bandaeros - Kundalini.mp3",""
"AngeliYa","Kurortnye Gorodochki","DiskKurort","3:38",2011,"Pop",50,320,"K:\studio\musik\2011\_lat\_pop\DiskKurort\001. AngeliYa - Kurortnye Gorodochki.mp3",""
"Salvo Germany","La Senorita (Extended Mix)","Vse Zvezdy 2011","5:30",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\136_Salvo Germany - La Senorita (Extended Mix).mp3",""
"Tony Ray","La Trompeta","Vse Zvezdy 2011","3:22",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\118_Tony Ray - La Trompeta.mp3",""
"Victoria & Radu Sirbu","Lambada Night","DiskKurort","3:16",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\180. Victoria & Radu Sirbu - Lambada Night.mp3",""
"Ian Carey, Snoop Dogg, Bobby Anthony","Last Night (Spencer & Hill Remix)","Piratskaj stancij","7:01",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\062 Ian Carey, Snoop Dogg, Bobby Anthony - Last Night (Spencer & Hill Remix).mp3",""
"Mini Viva","Left My Heart In Tokyo","DiskKurort","3:48",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\122. Mini Viva - Left My Heart In Tokyo.mp3",""
"Dan Balan i Vera Brezhneva","Lepestkami slez","HitNastSummer","3:27",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\13.  Dan Balan i Vera Brezhneva - Lepestkami slez .mp3",""
"Dan Balan i Vera Brezhneva","Lepestkami slez","VzrHitParOtRusRad","3:27",2011,"Pop",70,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\031. Dan Balan i Vera Brezhneva - Lepestkami slez.mp3",""
"V. Brezhneva Feat. Dan Balan","Lepestkami Slez","XXXLVes2011","3:26",2011,"Pop",70,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\99 V. Brezhneva Feat. Dan Balan - Lepestkami Slez.mp3",""
"Vera Brezhneva i Dan Balan","Lepestkami slez","DiskKurort","3:28",2011,"Pop",70,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\133. Vera Brezhneva i Dan Balan - Lepestkami slez.mp3",""
"Vera Brezhneva feat. Dan Balan","Lepestkami slez (DJ Nejtrino feat. Viento & Mutti mix)","SamSHikNaPer","2:36",2011,"Pop",50,256,"K:\studio\musik\2011\_lat\_pop\SamSHikNaPer\22 Vera Brezhneva feat. Dan Balan - Lepestkami slez (DJ Nejtrino feat. Viento & Mutti mix).mp3",""
"Dan Balan i Vera Brezhneva","Lepestkami slez (Dj Nejtrino feat. Viento & Mutti Radio mix)","Piratskaj stancij","2:49",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\164 Dan Balan i Vera Brezhneva - Lepestkami slez (Dj Nejtrino feat. Viento & Mutti Radio mix).mp3",""
"Dan Balan i Vera Brezhneva","Lepestkami slez (Dj Nejtrino feat. Viento &amp; Mutti Radio mix)","Vse Zvezdy 2011","2:49",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\095_Dan Balan i Vera Brezhneva - Lepestkami slez (Dj Nejtrino feat. Viento &amp; Mutti Radio mix).mp3",""
"Marc Mysterio feat. Laura V","Let Loose","Vse Zvezdy 2011","3:19",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\064_Marc Mysterio feat. Laura V - Let Loose.mp3",""
"Karina Koks","Letat vysoko","DiskKurort","3:55",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\057. Karina Koks - Letat vysoko.mp3",""
"K. Koks","Letat' Vysoko","XXXLVes2011","3:53",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\84 K. Koks - Letat' Vysoko.mp3",""
"DJ Vengerov feat. Mechtat'","Letchik (Remix)","LetoNaMuzTV","3:41",2011,"Pop",20,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\15 DJ Vengerov feat. Mechtat' - Letchik (Remix).mp3",""
"Dj Pomeha & I.Koks Ft. Z.wild","Letet s toboi","DiskKurort","3:36",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\193. Dj Pomeha & I.Koks Ft. Z.wild - Letet s toboi.mp3",""
"A. Grishin","Leti So Mnoj","XXXLVes2011","2:52",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\33 A. Grishin - Leti So Mnoj.mp3",""
"DJ DreamTim feat. KatRina","Leti So Mnoy (Radio Edit)","Piratskaj stancij","3:07",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\091 DJ DreamTim feat. KatRina - Leti So Mnoj (Radio Edit).mp3",""
"Vyazemskij Gennadij","Letniy sezon","Slezy lyubvi","3:29",2011,"Pop",50,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\70 Vyazemskiy Gennadiy  - Letniy sezon.mp3",""
"Lenskij Valerij","Leto","Slezy lyubvi","4:42",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\48. Lenskiy Valeriy - Leto.mp3",""
"Vorob'oev Aleksej","Leto","Slezy lyubvi","3:49",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\11. Vorob.yov Aleksey - Leto.mp3",""
"S.U.27","Leto Na Mazhore","DiskKurort","3:50",2011,"Pop",30,320,"K:\studio\musik\2011\_lat\_pop\DiskKurort\005. S.U.27 - Leto Na Mazhore.mp3",""
"Sinicyn Vitalij","Leto proletelo","Slezy lyubvi","4:40",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\36. Siniczyn Vitaliy - Leto proletelo.mp3",""
"Diskoteka Avariya","Leto Vsegda","XXXLVes2011","4:35",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\65 Diskoteka Avariya - Leto Vsegda.mp3",""
"Sasha David","Lick It","DiskKurort","3:07",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\154. Sasha David - Lick It.mp3",""
"Far East Movement","Like A G6","DiskKurort","3:38",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\078. Far East Movement - Like A G6.mp3",""
"R.I.O","Like I Love You (Raf Marchesini Remix)","Tanceval_Dinamika","6:28",2011,"Pop",30,320,"K:\studio\musik\2011\_lat\_pop\Tanceval_Dinamika\06. R.I.O - Like I Love You (Raf Marchesini Remix).mp3",""
"Hijackman feat. Marvin","Like You","Vse Zvezdy 2011","3:44",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\044_Hijackman feat. Marvin - Like You.mp3",""
"Aggro Santos feat. Kimberley Walsh","Like You Like","Vse Zvezdy 2011","3:24",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\168_Aggro Santos feat. Kimberley Walsh - Like You Like.mp3",""
"Aleksandr Rybak","Lish' na mig","Vse Zvezdy 2011","4:24",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\069_Aleksandr Rybak - Lish' na mig.mp3",""
"Radio Killer","Lonely Heart (Speak One Remix)","Piratskaj stancij","5:43",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\160 Radio Killer - Lonely Heart (Speak One Remix).mp3",""
"Maks Barskikh","Lost In Love","VzrHitParOtRusRad","3:31",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\032. Maks Barskikh - Lost In Love.mp3",""
"Max Barskih","Lost In Love","DiskKurort","3:28",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\112. Max Barskih - Lost In Love.mp3",""
"Jai Alexander & Sarah","Lost Temple","DiskKurort","3:20",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\168. Jai Alexander & Sarah - Lost Temple.mp3",""
"Chris Willis","Louder (Put Your Hands Up) (DJ Kharma Vs DJ Montana Remix)","Piratskaj stancij","6:11",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\154 Chris Willis - Louder (Put Your Hands Up) (DJ Kharma Vs DJ Montana Remix).mp3",""
"Chris Willis","Louder (Put Your Hands Up) (Original Radio Edit)","Vse Zvezdy 2011","3:27",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\092_Chris Willis - Louder (Put Your Hands Up) (Original Radio Edit).mp3",""
"Marina Alieva","Love Action","Vse Zvezdy 2011","3:35",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\155_Marina Alieva - Love Action.mp3",""
"Marina Alieva","Love Action","VzrHitParOtRusRad","3:35",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\152. Marina Alieva - Love Action.mp3",""
"Gorchitza","Love Again (Flashtronica club mix)","Piratskaj stancij","6:46",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\012 Gorchitza - Love Again (Flashtronica club mix).mp3",""
"Kolya & Matuya feat. Ely","Love Again (Original Radio Mix)","Piratskaj stancij","3:33",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\020 Kolya & Matuya feat. Ely - Love Again (Original Radio Mix).mp3",""
"Playmen &amp; Alceen feat. Mia","Love Song","Vse Zvezdy 2011","3:44",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\183_Playmen &amp; Alceen feat. Mia - Love Song.mp3",""
"Eminem ft Rihanna","Love The Way You Lie","DiskKurort","4:23",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\068. Eminem ft Rihanna - Love The Way You Lie.mp3",""
"Inusa Dawuda vs. Lissat &amp; Khetama","Love Train (The Valentines Song) (Radio Mix)","Vse Zvezdy 2011","3:38",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\058_Inusa Dawuda vs. Lissat &amp; Khetama - Love Train (The Valentines Song) (Radio Mix).mp3",""
"Dima Bilan","Lovi Moi Cvetnye Sny","MuzDlyaMol4","3:38",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\MuzDlyaMol4\90 Dima Bilan - Lovi Moi Cvetnye Sny.mp3",""
"Dima Bilan","Lovi Moi Cvetnye Sny","SamSHikNaPer","3:38",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\SamSHikNaPer\00 Dima Bilan - Lovi Moi Cvetnye Sny.mp3",""
"IAN &amp; Tyana","Loving A Fire (Radio Edit)","Vse Zvezdy 2011","3:22",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\169_IAN &amp; Tyana - Loving A Fire (Radio Edit).mp3",""
"Paul Droid","Loving You (Radio Edit)","Vse Zvezdy 2011","3:25",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\112_Paul Droid - Loving You (Radio Edit).mp3",""
"Lion feat. Alena Omargalieva","Lyublyu navsegda","VzrHitParOtRusRad","3:16",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\009. Lion feat. Alena Omargalieva - Lyublyu navsegda.mp3",""
"Shepilova Lyubov'","Lyublyu tebya","Slezy lyubvi","3:53",2011,"",40,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\74. SHepilova Lyubov. - Lyublyu tebya.mp3",""
"Masha i Medvedi","Lyubochka (Dj Gorodnev & Dj Paulbass Bear Remix 2011)","Piratskaj stancij","4:56",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\081 Masha i Medvedi - Lyubochka (Dj Gorodnev & Dj Paulbass Bear Remix 2011).mp3",""
"Vlad Sokolovskij","Lyubopytno (Vengerov Remix)","Piratskaj stancij","3:24",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\123 Vlad Sokolovskij - Lyubopytno (Vengerov Remix).mp3",""
"Blestyaschie","Lyubov'","SamSHikNaPer","3:40",2011,"Pop",40,160,"K:\studio\musik\2011\_lat\_pop\SamSHikNaPer\01 Blestyaschie - Lyubov'.mp3",""
"Music Hayk","Lyubov'","Vse Zvezdy 2011","3:56",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\115_Music Hayk - Lyubov'.mp3",""
"Music Hayk","Lyubov' (DJ Oleg Perets & Alex Galin Remix)","Piratskaj stancij","5:37",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\125 Music Hayk - Lyubov' (DJ Oleg Perets & Alex Galin Remix).mp3",""
"Travis Crowl Feat Yaroslav Kardaello","Lyubov' Aeto Bol' (Radio Edit)","XXXLVes2011","3:30",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\48 Travis Crowl Feat Yaroslav Kardaello - Lyubov' Aeto Bol' (Radio Edit).mp3",""
"Zhenya Ryabceva","Lyubov' beskonechna","Vse Zvezdy 2011","3:22",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\161_Zhenya Ryabceva - Lyubov' beskonechna.mp3",""
"23.45 & 5ivesta Family","Lyubov bez obmana","DiskKurort","3:22",2011,"Pop",70,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\117. 23.45 & 5ivesta Family - Lyubov bez obmana.mp3",""
"23-45 & 5ivesta","Lyubov' Bez Obmana","LetoNaMuzTV","3:22",2011,"Pop",70,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\75 23-45 & 5ivesta - Lyubov' Bez Obmana.mp3",""
"23-45 & 5ivesta Family","Lyubov' bez obmana","VzrHitParOtRusRad","3:24",2011,"Pop",70,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\057. 23-45 & 5ivesta Family - Lyubov' bez obmana.mp3",""
"23-45 & 5sta Family","Lyubov' bez obmana","SamSHikNaPer","3:24",2011,"Pop",70,256,"K:\studio\musik\2011\_lat\_pop\SamSHikNaPer\67 23-45 & 5sta Family - Lyubov' bez obmana.mp3",""
"5ivesta","Lyubov' Bez Obmana","HitNastSummer","3:22",2011,"Pop",70,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\95.  5ivesta - Lyubov' Bez Obmana .mp3",""
"Sasha Martini feat. LowLex, Marsela","Lyubov' Onlajn","Vse Zvezdy 2011","2:17",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\133_Sasha Martini feat. LowLex, Marsela - Lyubov' Onlajn.mp3",""
